Date,Close
2021-06-21,68.74
2021-06-22,68.64
2021-06-23,70.25
2021-06-24,70.07
2021-06-25,71.01
2021-06-28,72.09
2021-06-29,71.95
2021-06-30,72.46
2021-07-01,72.05
2021-07-02,72.06
2021-07-06,72.81
2021-07-07,75.4
2021-07-08,75.79
2021-07-09,78.19
2021-07-12,81.57
2021-07-13,80.53
2021-07-14,78.61
2021-07-15,79.8
2021-07-16,77.2
2021-07-19,75.6
2021-07-20,77.98
2021-07-21,81.56
2021-07-22,81.76
2021-07-23,80.34
2021-07-26,80.46
2021-07-27,76.84
2021-07-28,80.13
2021-07-29,82.69
2021-07-30,83.28
2021-08-02,83.38
2021-08-03,81.83
2021-08-04,85.49
2021-08-05,85.65
2021-08-06,86.45
2021-08-09,85.72
2021-08-10,85.61
2021-08-11,86.49
2021-08-12,86.86
2021-08-13,86.06
2021-08-16,82.01
2021-08-17,79.74
2021-08-18,80.79
2021-08-19,81.65
2021-08-20,81.88
2021-08-23,84.32
2021-08-24,84.94
2021-08-25,85.23
2021-08-26,83.4
2021-08-27,85.04
2021-08-30,85.62
2021-08-31,85.57
2021-09-01,84.17
2021-09-02,83.62
2021-09-03,82.45
2021-09-07,85.04
2021-09-08,83.98
2021-09-09,84.84
2021-09-10,85.13
2021-09-13,83.71
2021-09-14,85.85
2021-09-15,87.02
2021-09-16,84.1
2021-09-17,83.55
2021-09-20,79.45
2021-09-21,80.75
2021-09-22,82.52
2021-09-23,83.65
2021-09-24,83.09
2021-09-27,83.06
2021-09-28,80.36
2021-09-29,79.73
2021-09-30,81.96
2021-10-01,81.33
2021-10-04,78.69
2021-10-05,81.12
2021-10-06,80.04
2021-10-07,81.7
2021-10-08,80.23
2021-10-11,80.76
2021-10-12,80.34
2021-10-13,84.1
2021-10-14,84.73
2021-10-15,85.84
2021-10-18,88.36
2021-10-19,88.7
2021-10-20,88.88
2021-10-21,88.11
2021-10-22,87.85
2021-10-25,91.26
2021-10-26,90.52
2021-10-27,90.11
2021-10-28,91.21
2021-10-29,91.91
2021-11-01,92.16
2021-11-02,92.54
2021-11-03,92.87
2021-11-04,94.68
2021-11-05,93.38
2021-11-08,96.31
2021-11-09,94.94
2021-11-10,92.55
2021-11-11,95.86
2021-11-12,95.8
2021-11-15,93.26
2021-11-16,92.53
2021-11-17,93.21
2021-11-18,92.92
2021-11-19,93.91
2021-11-22,95.61
2021-11-23,93.97
2021-11-24,94.22
2021-11-26,92.06
2021-11-29,94.12
2021-11-30,92.99
2021-12-01,91.34
2021-12-02,91.84
2021-12-03,88.93
2021-12-06,88.66
2021-12-07,89.21
2021-12-08,91.95
2021-12-09,89.17
2021-12-10,90.46
2021-12-13,88.08
2021-12-14,86.76
2021-12-15,87.28
2021-12-16,86.22
2021-12-17,85.74
2021-12-20,81.17
2021-12-21,82.26
2021-12-22,83.61
2021-12-23,84.39
2021-12-27,83.58
2021-12-28,84.42
